"";"unidade_planejamento";"regiao_administrativa";"local_trabalho";"meio_transporte";"tempo_deslocamento";"renda";"escolaridade";"sexo";"cor_raca";"peso_amostral_morador";"pop_ajustada";"pos_estrato";"peso_upt"
"1";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10782,2990840493;"Superior completo";"Masculino";"Outros";4,81176470588235;409;530140108;0,411867169811321
"2";"Central";"Plano Piloto";"Oeste";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109;0,411867169811321
"3";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2293,27856634718;"Superior incompleto";"Feminino";"Branca";17,25;2415;530120206;0,411867169811321
"4";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1674,09335343344;"Superior incompleto";"Masculino";"Branca";28,8607594936709;2280;530120105;0,411867169811321
"5";"Central";"Plano Piloto";"Central";"Bicicleta";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110;0,411867169811321
"6";"Central";"Plano Piloto";"Central";"Automóvel";"Acima de 1 hora e 30 minutos";2045,60448118169;"Superior incompleto";"Masculino";"Branca";28,8607594936709;2280;530120105;0,411867169811321
"7";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Feminino";"Outros";18,929347826087;3483;530120208;0,411867169811321
"8";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";8439,26512415762;"Superior completo";"Masculino";"Branca";16,6962025316456;1319;530120115;0,411867169811321
"9";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";15135,6385378914;"Médio completo";"Feminino";"Outros";21,2427184466019;2188;530120215;0,411867169811321
"10";"Central";"Plano Piloto";"Central Adjacente 1";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Feminino";"Branca";5,08333333333333;427;530140208;0,411867169811321
"11";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";5503,86855923323;"Superior completo";"Masculino";"Preta";5,02631578947368;382;530140107;0,411867169811321
"12";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Médio completo";"Masculino";"Branca";7,03333333333333;844;530130110;0,411867169811321
"13";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107;0,411867169811321
"14";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Feminino";"Branca";13,1032863849765;2791;530120207;0,411867169811321
"15";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2293,27856634718;"Médio completo";"Masculino";"Branca";5,3972602739726;394;530140109;0,411867169811321
"16";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2751,93427961662;"Superior completo";"Feminino";"Branca";6,53030303030303;431;530140210;0,411867169811321
"17";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8463,48787901467;"Superior completo";"Masculino";"Outros";6,52380952380952;411;530140110;0,411867169811321
"18";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3027,12770757828;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208;0,411867169811321
"19";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10090,4256919276;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108;0,411867169811321
"20";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";1410,58131316911;"Médio completo";"Feminino";"Preta";26,8653502694547;6513;530110208;0,411867169811321
"21";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";8255,80283884985;"Superior completo";"Feminino";"Branca";6,73684210526316;640;530130206;0,411867169811321
"22";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Outros";6,60629921259843;839;530130107;0,411867169811321
"23";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";2695,57477101233;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208;0,411867169811321
"24";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";5211,4445572905;"Médio completo";"Masculino";"Outros";14,695;2939;530120108;0,411867169811321
"25";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1834,62285307774;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107;0,411867169811321
"26";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107;0,411867169811321
"27";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3210,58999288605;"Superior completo";"Feminino";"Outros";5,08333333333333;427;530140208;0,411867169811321
"28";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1100,77371184665;"Médio completo";"Masculino";"Branca";4,81176470588235;409;530140108;0,411867169811321
"29";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1834,62285307774;"Médio completo";"Feminino";"Branca";5,08333333333333;427;530140208;0,411867169811321
"30";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209;0,411867169811321
"31";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8557,52663322594;"Superior completo";"Masculino";"Branca";16,8538257922262;3898;530110106;0,411867169811321
"32";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12200,241972967;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107;0,411867169811321
"33";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3027,12770757828;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207;0,411867169811321
"34";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";26955,7477101233;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207;0,411867169811321
"35";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";22463,1230917694;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108;0,411867169811321
"36";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";17,7539682539683;2237;530120106;0,411867169811321
"37";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";2246,31230917694;"Médio completo";"Feminino";"Branca";17,8878048780488;3667;530120209;0,411867169811321
"38";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Feminino";"Branca";13,1032863849765;2791;530120207;0,411867169811321
"39";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4861,75056065602;"Superior completo";"Feminino";"Outros";83,90032887259;4356;530110212;0,411867169811321
"40";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16173,448626074;"Superior completo";"Masculino";"Branca";7,67948717948718;1198;530130109;0,411867169811321
"41";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10782,2990840493;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208;0,411867169811321
"42";"Central";"Plano Piloto";"Norte";"Automóvel";"Até 30 minutos";7188,19938936621;"Superior completo";"Feminino";"Branca";4,52260826532635;5629;530110207;0,411867169811321
"43";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8463,48787901467;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109;0,411867169811321
"44";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5642,32525267644;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208;0,411867169811321
"45";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3594,0996946831;"Superior completo";"Feminino";"Branca";6,73684210526316;640;530130206;0,411867169811321
"46";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Outros";6,60629921259843;839;530130107;0,411867169811321
"47";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7523,10033690193;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107;0,411867169811321
"48";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4701,9377105637;"Superior completo";"Feminino";"Branca";19,6903182775035;5629;530110207;0,411867169811321
"49";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14218,3271113525;"Superior completo";"Masculino";"Branca";7,03333333333333;844;530130110;0,411867169811321
"50";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";16,8538257922262;3898;530110106;0,411867169811321
"51";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3594,0996946831;"Médio completo";"Masculino";"Branca";11,4421820365776;3337;530110105;0,411867169811321
"52";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";4219,63256207881;"Superior completo";"Masculino";"Branca";23,9235466903636;6223;530110108;0,411867169811321
"53";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3210,58999288605;"Superior completo";"Masculino";"Amarela";23,9235466903636;6223;530110108;0,411867169811321
"54";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Outros";27,2894736842105;2074;530120113;0,411867169811321
"55";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";917,311426538872;"Superior incompleto";"Feminino";"Outros";22,659793814433;2198;530120205;0,411867169811321
"56";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Outros";9,02739726027397;1318;530130207;0,411867169811321
"57";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Masculino";"Outros";6,60629921259843;839;530130107;0,411867169811321
"58";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10090,4256919276;"Superior incompleto";"Masculino";"Branca";6,60629921259843;839;530130107;0,411867169811321
"59";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4036,17027677104;"Superior completo";"Feminino";"Outros";9,02739726027397;1318;530130207;0,411867169811321
"60";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107;0,411867169811321
"61";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Branca";17,25;2415;530120206;0,411867169811321
"62";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110;0,411867169811321
"63";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209;0,411867169811321
"64";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5045,2128459638;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107;0,411867169811321
"65";"Central";"Plano Piloto";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";10782,2990840493;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207;0,411867169811321
"66";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10782,2990840493;"Superior completo";"Masculino";"Outros";9,3695652173913;431;530140111;0,411867169811321
"67";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107;0,411867169811321
"68";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11680,8240077201;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107;0,411867169811321
"69";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4043,36215651849;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207;0,411867169811321
"70";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107;0,411867169811321
"71";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2751,93427961662;"Médio incompleto";"Feminino";"Branca";17,25;2415;530120206;0,411867169811321
"72";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";6289,67446569543;"Superior completo";"Masculino";"Outros";48,4254012043183;4764;530110110;0,411867169811321
"73";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7195,38758875557;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208;0,411867169811321
"74";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109;0,411867169811321
"75";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14376,3987787324;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108;0,411867169811321
"76";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3210,58999288605;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107;0,411867169811321
"77";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3669,24570615549;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208;0,411867169811321
"78";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";2109,81628103941;"Superior incompleto";"Feminino";"Branca";40,3785909951683;3233;530110205;0,411867169811321
"79";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Outros";103,915515149598;4627;530110211;0,411867169811321
"80";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7797,14712558041;"Fundamental completo";"Feminino";"Branca";23,8632478632479;2792;530120213;0,411867169811321
"81";"Central";"Plano Piloto";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";2751,93427961662;"Superior completo";"Masculino";"Branca";40,1471903427071;5728;530110109;0,411867169811321
"82";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14376,3987787324;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108;0,411867169811321
"83";"Central";"Plano Piloto";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";10782,2990840493;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207;0,411867169811321
"84";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110;0,411867169811321
"85";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6879,83569904154;"Superior completo";"Feminino";"Branca";8,69724770642202;948;530130210;0,411867169811321
"86";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Outros";7,59345794392523;1625;530130208;0,411867169811321
"87";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10090,4256919276;"Superior completo";"Masculino";"Outros";6,67857142857143;1309;530130108;0,411867169811321
"88";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Branca";10,8611111111111;391;530140211;0,411867169811321
"89";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1009,04256919276;"Superior completo";"Feminino";"Branca";4,66666666666667;364;530140206;0,411867169811321
"90";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";9,09090909090909;300;530140112;0,411867169811321
"91";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Masculino";"Outros";16,2433862433862;3070;530120109;0,411867169811321
"92";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Outros";18,929347826087;3483;530120208;0,411867169811321
"93";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16173,448626074;"Superior completo";"Feminino";"Outros";9,73793103448276;1412;530130209;0,411867169811321
"94";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Outros";7,03333333333333;844;530130110;0,411867169811321
"95";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109;0,411867169811321
"96";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16511,6056776997;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109;0,411867169811321
"97";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Branca";20,8230769230769;2707;530120111;0,411867169811321
"98";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208;0,411867169811321
"99";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110;0,411867169811321
"100";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108;0,411867169811321
"101";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Feminino";"Branca";6,73684210526316;640;530130206;0,411867169811321
"102";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Feminino";"Branca";62,7103908914908;5349;530110210;0,411867169811321
"103";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6582,71279478919;"Superior completo";"Masculino";"Outros";6,52380952380952;411;530140110;0,411867169811321
"104";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3761,55016845096;"Superior completo";"Feminino";"Branca";6,53030303030303;431;530140210;0,411867169811321
"105";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16511,6056776997;"Superior completo";"Masculino";"Outros";6,67857142857143;1309;530130108;0,411867169811321
"106";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Feminino";"Outros";7,59345794392523;1625;530130208;0,411867169811321
"107";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Masculino";"Outros";40,1471903427071;5728;530110109;0,411867169811321
"108";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2018,08513838552;"Superior incompleto";"Feminino";"Outros";26,8653502694547;6513;530110208;0,411867169811321
"109";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1375,96713980831;"Superior incompleto";"Feminino";"Branca";61,0963927631126;6283;530110209;0,411867169811321
"110";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Outros";18,929347826087;3483;530120208;0,411867169811321
"111";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2965,13224811356;"Superior completo";"Feminino";"Branca";6,71875;430;530130212;0,411867169811321
"112";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12130,0864695555;"Superior completo";"Masculino";"Preta";6,67857142857143;1309;530130108;0,411867169811321
"113";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8086,72431303698;"Superior completo";"Feminino";"Outros";9,02739726027397;1318;530130207;0,411867169811321
"114";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8086,72431303698;"Superior completo";"Masculino";"Outros";7,67948717948718;1198;530130109;0,411867169811321
"115";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107;0,411867169811321
"116";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209;0,411867169811321
"117";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6879,83569904154;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109;0,411867169811321
"118";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208;0,411867169811321
"119";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";14,695;2939;530120108;0,411867169811321
"120";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3669,24570615549;"Superior incompleto";"Feminino";"Preta";4,1685393258427;371;530140207;0,411867169811321
"121";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18807,7508422548;"Superior completo";"Masculino";"Branca";26,9569892473118;2507;530120112;0,411867169811321
"122";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6112,51902373281;"Superior completo";"Masculino";"Outros";20,8230769230769;2707;530120111;0,411867169811321
"123";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10344,2629632401;"Superior completo";"Feminino";"Branca";25,8778625954198;3390;530120210;0,411867169811321
"124";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";7188,19938936621;"Superior completo";"Masculino";"Branca";18,3285648662958;4198;530110111;0,411867169811321
"125";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5391,14954202466;"Superior completo";"Feminino";"Outros";9,02739726027397;1318;530130207;0,411867169811321
"126";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7188,19938936621;"Superior completo";"Masculino";"Outros";6,67857142857143;1309;530130108;0,411867169811321
"127";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";6421,17998577211;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107;0,411867169811321
"128";"Central";"Plano Piloto";"Norte";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Amarela";6,60629921259843;839;530130107;0,411867169811321
"129";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Outros";9,02739726027397;1318;530130207;0,411867169811321
"130";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";1467,6982824622;"Médio completo";"Feminino";"Outros";61,0963927631126;6283;530110209;0,411867169811321
"131";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";1100,77371184665;"Fundamental completo";"Masculino";"Outros";49,8164317738202;3337;530110105;0,411867169811321
"132";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12842,3599715442;"Superior completo";"Masculino";"Outros";14,695;2939;530120108;0,411867169811321
"133";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2751,93427961662;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208;0,411867169811321
"134";"Central";"Plano Piloto";"Central";"Motocicleta";"Até 30 minutos";2018,08513838552;"Médio completo";"Masculino";"Branca";16,8538257922262;3898;530110106;0,411867169811321
"135";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6738,93692753082;"Superior completo";"Feminino";"Outros";7,59345794392523;1625;530130208;0,411867169811321
"136";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6738,93692753082;"Superior completo";"Masculino";"Outros";7,67948717948718;1198;530130109;0,411867169811321
"137";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8086,72431303698;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109;0,411867169811321
"138";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";4941,88708018927;"Superior completo";"Feminino";"Outros";17,8878048780488;3667;530120209;0,411867169811321
"139";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110;0,411867169811321
"140";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6421,17998577211;"Superior completo";"Masculino";"Preta";6,67857142857143;1309;530130108;0,411867169811321
"141";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3594,0996946831;"Médio completo";"Masculino";"Preta";5,49492539800009;6223;530110108;0,411867169811321
"142";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6145,98655781044;"Superior completo";"Feminino";"Outros";17,8878048780488;3667;530120209;0,411867169811321
"143";"Central";"Plano Piloto";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";11558,1239743898;"Superior completo";"Masculino";"Outros";16,2433862433862;3070;530120109;0,411867169811321
"144";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Feminino";"Outros";7,59345794392523;1625;530130208;0,411867169811321
"145";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";6421,17998577211;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110;0,411867169811321
"146";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2751,93427961662;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208;0,411867169811321
"147";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Masculino";"Outros";7,67948717948718;1198;530130109;0,411867169811321
"148";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Amarela";7,67948717948718;1198;530130109;0,411867169811321
"149";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4492,62461835388;"Superior completo";"Feminino";"Outros";9,73793103448276;1412;530130209;0,411867169811321
"150";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Outros";7,77333333333333;583;530130111;0,411867169811321
"151";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11741,5862596976;"Superior completo";"Masculino";"Branca";14,695;2939;530120108;0,411867169811321
"152";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";15594,2942511608;"Superior completo";"Feminino";"Outros";7,59345794392523;1625;530130208;0,411867169811321
"153";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";31188,5885023217;"Superior completo";"Masculino";"Outros";6,67857142857143;1309;530130108;0,411867169811321
"154";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";23509,6885528185;"Superior completo";"Masculino";"Outros";41,9381923422831;1516;530110115;0,411867169811321
"155";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Branca";7,03333333333333;844;530130110;0,411867169811321
"156";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Outros";16,2433862433862;3070;530120109;0,411867169811321
"157";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";5731,82612918775;"Superior completo";"Masculino";"Branca";48,4254012043183;4764;530110110;0,411867169811321
"158";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Outros";6,71875;430;530130212;0,411867169811321
"159";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";9173,11426538872;"Médio incompleto";"Feminino";"Outros";25,8778625954198;3390;530120210;0,411867169811321
"160";"Central";"Plano Piloto";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";5503,86855923323;"Superior completo";"Feminino";"Outros";25,8778625954198;3390;530120210;0,411867169811321
