endtime;A01nficha;A01ra;A01setor;A01npessoas;B01;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;B13_1;B13_2;B13_3;B13_4;B13_5;B13_6;B14_1;B14_2;B14_3;B14_4;B15_1;B15_2;B15_3;B15_4;B15_5;B16_1;B16_2;B16_3;B16_4;B16_5;B16_6;B17_1;B17_2;B17_3;B17_4;B17_5;B17_6;B18_1;B18_2;B18_3;B18_4;B18_5;B18_6;B19_1;B19_2;B19_3;B19_4;B19_5;B19_6;B19_7;B19_8;B19_9;B20_1;B20_2;B20_3;C01;C01_1;C02;C02_1;C03;C03_1;C04;C04_1_1;C04_1_2;C05_1;C05_2;C05_3;C06_1;C06_2;C06_3;C06_4;C06_5;C06_6;C06_7;C06_8;C06_9;C06_10;C06_11;C06_12;C06_13;C06_14;C06_15;C06_16;C06_17;C06_18;C07;C07_1;C08;C08_1;C08_2;C09_1;C09_2;C09_3;C09_4;C10;C10_1;C10_2;C10_3;C10_4;C10_5;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;D13;D14;grupo_pdad;UPT;criterio_brasil;arranjos;inseg_alimentar;renda_domiciliar;renda_domiciliar_r;renda_domiciliar_pc;renda_domiciliar_pc_r;PESO_PRE;PESO_DOM;TOT_DOM
20211016;28584;20;53200;2;1;1;1;99999;99999;1;1;3;5;11;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;99999;2;99999;2;1;1;2;2;1;1;0;1;0;1;0;0;0;0;0;2;1;1;1;1;1;1;0;2;99999;1;1;4;20;20;20;20;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;3;3;6;1; ; ; ; ;31,7234513274336;33,0890736304823;52013,9999999985
20211106;32021;29;53290;2;1;1;3;99999;900;99999;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;4;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;99999;2;99999;2;99999;2;1;1;2;2;2;1;1;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;2;99999;2;99999;99999;29;59;59;29;2;99999;99999;99999;99999;99999;1;1;1;1;2;2;2;2;99999;99999;99999;99999;99999;99999;2;3;5;6;3;3900;3735,27867737552;1950;1867,63933868776;1,41320754716981;3,05743243243243;905
20210605;91627;32;53320;3;1;2;4;99999;99999;99999;1;3;2;5;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;99999;99999;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;99999;2;99999;1;1;1;2;2;2;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;99999;2;99999;99999;32;9;32;32;1;0;2;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;6;5;3;1;2000;2003,4;666,666666666667;667,8;37,645;50,8097731239092;29114,0000000002
20210825;61808;12;53120;3;1;2;3;99999;600;99999;1;2;4;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;2;2;2;99999;2;99999;1;3;1;2;1;2;2;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;12;12;12;12;1;0;2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;6;7;2;4;950;941,526263627354;316,666666666667;313,842087875785;61,2152974504249;70,8424304840371;68787,9999999999
20210920;56510;21;53210;5;1;2;1;99999;99999;2;1;3;2;5;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;3;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;1;2;2;2;99999;2;99999;1;1;1;1;1;2;2;2;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;2;99999;2;99999;99999;21;1;21;1;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;7;5;2;1;2375;2321,31721801616;475;464,263443603232;34,9817880794702;26,5428571428571;16721,9999999998
20211004;79673;33;53330;3;2;5;3;99999;550;99999;1;3;3;4;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;88888;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;99999;2;99999;2;99999;1;1;1;2;2;2;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;99999;2;99999;99999;33;59;33;33;2;99999;99999;99999;99999;99999;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;6;2;3;1175;1139,43957730518;391,666666666667;379,813192435059;18,2333333333333;26,9888268156425;14493,0000000001
20210611;21021;4;53040;4;1;2;1;99999;99999;1;1;3;1;9;4;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2;1;1;2;2;1;1;2;99999;2;99999;1;1;1;1;2;1;1;0;1;0;1;0;0;1;0;2;1;0;1;0;1;1;1;0;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;6;4;3;1;15600;15626,52;3900;3906,63;20,7010309278351;28,0145454545454;15408
20211022;18498;20;53200;3;1;1;3;99999;2200;99999;1;3;5;8;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;4;1;1;2;1;2;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;99999;1;1;1;1;1;1;2;1;1;0;1;1;1;0;0;0;0;3;0;0;3;0;1;1;1;0;1;1;2;99999;99999;56;59;59;56;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;3;2;3;1;8300;8048,80722692168;2766,66666666667;2682,93574230723;31,7234513274336;33,0890736304823;52013,9999999985
20211216;1825;1;53013;1;1;1;1;99999;99999;1;1;3;5;5;1;2;1;2;2;2;2;1;1;2;2;2;1;2;1;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;99999;2;99999;1;1;1;1;2;1;1;0;1;0;1;0;0;1;0;2;0;1;0;3;0;1;1;0;1;1;2;99999;99999;1;59;59;1;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;1;1;14000;13270,677640553;14000;13270,677640553;5,33381398702235;5,31349911190053;5982,9999999999
20210824;55523;5;53050;3;1;1;3;99999;1600;99999;1;3;5;7;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;88888;1;1;1;4;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;1;2;99999;2;99999;1;1;1;2;2;1;1;0;1;1;1;0;0;0;0;2;0;0;2;0;2;1;0;0;2;99999;1;1;3;1;1;5;5;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;5;3;3;1; ; ; ; ;33,578167115903;33,7186588921283;23131,0000000002
20211008;25584;1;53011;2;1;1;1;99999;99999;1;1;3;5;9;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;99999;1;1;1;2;2;1;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;2;99999;1;1;3;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;6;1; ; ; ; ;23,2221074380165;32,2041513715322;48413,0000000001
20211110;58676;1;53012;2;1;1;1;99999;99999;1;1;3;5;6;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;1;1;1;1;1;1;2;1;1;2;2;99999;2;99999;1;1;1;1;2;1;1;0;1;1;1;0;0;0;0;2;0;0;1;0;2;1;0;0;2;99999;2;99999;99999;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;2;1;6000;5746,58258057773;3000;2873,29129028887;16,957468879668;20,2117863720074;32925,0000000009
20211022;26559;20;53200;1;1;1;2;1600;99999;1;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;1;2;2;1;1;1;1;2;99999;1;1;1;1;2;1;1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;2;99999;1;1;3;20;3;59;59;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;3;3;1;1;10500;10182,2260099612;10500;10182,2260099612;31,7234513274336;33,0890736304823;52013,9999999985
20211103;98466;1;53012;2;1;1;3;99999;1400;99999;1;3;5;5;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;99999;1;1;1;1;1;1;2;1;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;2;99999;2;99999;99999;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;4;7;1;8000;7662,11010743697;4000;3831,05505371849;16,957468879668;20,2117863720074;32925,0000000009
20210916;93663;21;53210;2;1;1;1;99999;99999;1;1;3;5;4;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;99999;2;99999;2;99999;1;1;1;2;2;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;2;99999;2;99999;99999;21;59;59;59;2;99999;99999;99999;99999;99999;1;2;2;2;2;2;2;2;99999;99999;99999;99999;99999;99999;4;7;6;7;2; ; ; ; ;34,9817880794702;26,5428571428571;16721,9999999998
20211002;66272;3;53031;1;2;1;3;99999;500;99999;1;3;5;4;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;3;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;2;2;1;1;0;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;2;99999;2;99999;99999;3;3;59;59;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;6;4;1;1; ; ; ; ;61,5066777963272;74,457;74457,0000000001
20210612;56758;13;53130;4;1;2;1;99999;99999;2;2;2;2;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;99999;2;99999;2;99999;1;1;1;2;2;2;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;99999;2;99999;99999;13;13;13;13;2;99999;99999;99999;99999;99999;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;7;6;3;2;3675;3681,2475;918,75;920,311875;48,4137931034483;62,7093596059113;38190,0000000006
20211104;70268;1;53012;2;1;1;1;99999;99999;1;1;3;5;10;4;3;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;99999;2;99999;1;1;1;1;2;1;1;1;0;1;1;0;0;0;0;2;0;0;1;1;0;2;0;0;2;99999;2;99999;99999;1;59;59;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;6;1;37000;35437,259246896;18500;17718,629623448;16,957468879668;20,2117863720074;32925,0000000009
20211108;3543;30;53301;2;1;2;1;99999;99999;1;1;3;1;10;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;1;2;1;1;1;2;2;99999;2;99999;1;1;1;1;2;1;1;1;1;0;0;1;0;0;0;3;0;0;2;2;2;1;1;0;2;99999;2;99999;99999;30;59;59;30;1;0;2;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;2;6;1;7000;6704,34634400735;3500;3352,17317200368;19,1253687315634;20,2099907493062;21847,0000000003
20210924;94036;7;53070;2;1;2;3;99999;800;99999;1;3;1;5;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;99999;2;99999;2;99999;1;1;1;2;2;2;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1;0;2;99999;2;99999;99999;7;7;7;7;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;4;5;6;1;3300;3225,40918713824;1650;1612,70459356912;28,2474048442907;38,1254545454545;20968,9999999998
20211220;10528;1;53012;3;1;1;2;77777;99999;1;1;3;5;7;3;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;1;2;1;1;0;1;0;1;0;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;1;3;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;7;1; ; ; ; ;16,957468879668;20,2117863720074;32925,0000000009
20211012;22170;33;53330;3;1;1;3;99999;550;99999;1;3;5;3;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;5;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;99999;2;99999;1;1;1;1;1;2;2;2;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;33;59;59;59;1;0;1;0;0;0;1;1;1;1;88888;88888;88888;88888;88888;88888;88888;88888;88888;88888;2;3;6;3;5;2175;2109,17538777767;725;703,058462592557;18,2333333333333;26,9888268156425;14493,0000000001
20210808;71525;6;53061;3;1;2;1;99999;99999;1;1;3;1;6;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;99999;2;99999;1;1;1;2;2;2;1;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;2;99999;2;99999;99999;6;59;59;59;1;3;1;3;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;5;4;2;1; ; ; ; ;48,6816901408451;53,5991316931983;37036,9999999997
20211122;15610;1;53011;4;1;1;1;99999;99999;1;1;3;5;7;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;2;2;1;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;0;2;99999;1;1;4;1;1;1;1;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;4;4;1;25000;23944,0940857405;6250;5986,02352143514;23,2221074380165;32,2041513715322;48413,0000000001
20210928;37822;26;53260;3;1;2;3;99999;800;99999;1;3;2;6;2;2;1;2;2;2;2;88888;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;88888;2;2;2;99999;2;99999;2;99999;1;1;1;2;2;2;1;0;1;0;1;0;0;0;0;2;0;0;0;0;1;1;0;0;2;99999;2;99999;99999;5;59;88888;5;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;5;5;3;1;2600;2541,23148077558;866,666666666667;847,077160258528;34,124833997344;40,2965838509317;25950,9999999996
20210921;49076;25;53251;2;1;2;1;99999;99999;1;2;3;2;3;1;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;88888;88888;2;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;88888;88888;2;99999;1;1;2;99999;1;2;1;2;2;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;99999;2;99999;99999;25;59;59;59;1;0;0;1;0;0;2;1;2;1;2;2;2;2;99999;99999;99999;99999;99999;99999;4;3;6;6;2;150;146,609508506284;75;73,3047542531418;13,0489642184557;16,7272727272727;8096
20210919;67573;25;53251;3;1;2;3;99999;700;99999;1;3;1;6;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;99999;2;99999;2;99999;1;1;1;2;2;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;99999;2;99999;99999;25;25;25;25;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;3;6;2;1;2200;2150,27279142549;733,333333333333;716,757597141831;13,0489642184557;16,7272727272727;8096
20211105;95636;1;53014;2;1;2;1;99999;99999;1;1;3;2;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;1;2;2;1;2;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;2;2;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;0;2;99999;2;99999;99999;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;4;6;1;3000;2873,29129028887;1500;1436,64564514443;5,50600600600601;7,44007490636704;3973
20211006;98116;11;53110;6;1;2;1;99999;99999;1;1;3;2;9;5;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;1;2;2;1;3;2;99999;1;1;1;1;1;1;2;2;1;1;0;1;1;0;0;0;0;3;0;0;1;0;0;1;0;0;2;99999;1;1;2;11;59;59;59;1;1;1;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2; ; ; ; ;16,8701298701299;22,4662698412698;11323
20211011;40797;33;53330;3;1;3;1;99999;99999;2;1;3;1;8;3;3;1;2;2;2;2;1;2;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;99999;1;1;1;1;1;2;2;1;1;1;0;0;1;0;0;0;1;2;0;0;2;0;2;1;0;3;2;99999;2;99999;99999;33;59;59;59;1;0;2;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;3;2;1;6000;5818,41486283495;2000;1939,47162094498;18,2333333333333;26,9888268156425;14493,0000000001
20210812;50676;3;53032;3;1;2;1;99999;99999;2;1;3;1;6;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;99999;99999;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;99999;2;99999;1;1;1;2;2;2;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;2;99999;2;99999;99999;12;12;9;12;1;0;4;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;6;4;3;1;4800;4757,18533201189;1600;1585,72844400396;2,10626185958254;2,85804090710073;2096
20211213;78242;1;53013;2;1;1;3;99999;2000;99999;1;3;5;3;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;99999;2;99999;1;1;1;2;2;2;1;1;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;1;2;99999;2;99999;99999;1;1;1;1;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;4;6;1;14500;13744,6304134298;7250;6872,31520671492;5,33381398702235;5,31349911190053;5982,9999999999
20210622;25806;6;53062;2;1;2;5;99999;99999;99999;1;2;2;5;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;2;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;99999;2;99999;2;99999;1;2;1;2;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;99999;2;99999;99999;6;6;6;6;1;1;1;0;0;0;1;1;1;1;2;1;2;2;1;2;2;2;2;2;4;5;6;2;3;150;150,255;75;75,1275;22,5791304347826;30,2240566037736;12815,0000000001
20210915;11024;26;53260;4;1;2;5;99999;99999;99999;1;3;1;9;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;1;1;4;1;2;2;2;2;2;1;1;2;2;88888;2;88888;2;2;2;1;2;2;2;1;2;2;99999;2;99999;1;1;1;2;2;1;1;0;1;0;1;0;0;0;0;3;0;0;1;0;1;1;0;0;2;99999;2;99999;99999;5;59;59;5;1;1;2;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;5;3;3;1;10000;9773,96723375225;2500;2443,49180843806;34,124833997344;40,2965838509317;25950,9999999996
20210624;85126;19;53190;3;1;2;1;99999;99999;1;1;3;1;6;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;1;2;1;1;0;1;1;1;0;0;0;0;2;0;0;1;1;0;1;0;0;2;99999;2;99999;99999;19;19;19;19;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;1;3;3;1; ; ; ; ;6,9144385026738;9,27613412228797;4703
20211213;96408;30;53301;4;1;3;1;99999;99999;1;1;3;1;9;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;2;2;99999;1;1;1;1;1;1;2;2;2;0;1;1;1;0;0;0;0;2;0;0;2;2;2;1;0;0;2;99999;2;99999;99999;30;59;59;30;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;3;7;1;10925;10355,8680873601;2731,25;2588,96702184002;19,1253687315634;20,2099907493062;21847,0000000003
20211115;55007;1;53012;2;1;1;1;99999;99999;1;1;3;5;8;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;99999;2;99999;1;1;1;1;2;1;1;1;0;0;0;1;0;0;0;1;0;0;1;2;1;1;0;0;2;99999;1;1;4;1;56;1;1;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;6;1;18000;17239,7477417332;9000;8619,8738708666;16,957468879668;20,2117863720074;32925,0000000009
20210825;63681;27;53272;4;1;1;2;480;99999;2;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;99999;2;99999;1;1;1;2;2;2;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;2;99999;2;99999;99999;27;59;59;59;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;4;5;4;1;250;247,770069375619;62,5;61,9425173439049;22,8748159057437;12,3189522342065;7994,9999999999
20210616;83934;2;53020;3;1;2;1;99999;99999;1;1;3;3;6;3;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;5;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;99999;2;99999;1;1;1;1;2;2;1;1;0;1;0;1;0;0;0;2;0;0;1;1;1;1;0;0;2;99999;2;99999;99999;2;59;2;59;1;1;3;0;2;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;7;4;7;1;6966;6977,8422;2322;2325,9474;46,5694087403599;70,6168929110106;46819,0000000004
20210525;20707;3;53031;6;1;2;1;99999;99999;1;1;3;1;10;4;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;1;1;2;1;1;1;2;1;1;1;2;99999;1;2;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;2;99999;2;99999;99999;13;3;3;3;1;0;3;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;2;2;7000;7030,83213;1166,66666666667;1171,805355;61,5066777963272;74,457;74457,0000000001
20211129;1307;29;53290;1;1;1;3;99999;850;99999;1;3;5;4;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;3;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;99999;2;99999;2;99999;1;1;1;2;2;2;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;2;99999;2;99999;99999;29;59;59;29;2;99999;99999;99999;99999;99999;1;1;1;2;2;2;2;2;99999;99999;99999;99999;99999;99999;2;3;5;1;2; ; ; ; ;1,41320754716981;3,05743243243243;905
20210519;99189;4;53040;3;1;2;1;99999;99999;1;1;3;2;6;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;2;2;2;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;1;1;2;99999;2;99999;1;1;1;1;2;2;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;1;1;0;2;99999;2;99999;99999;4;59;59;59;1;0;1;0;0;0;1;1;2;1;2;2;2;2;2;2;2;2;2;2;4;6;4;3;2;1260;1265,5497834;420;421,8499278;20,7010309278351;28,0145454545454;15408
