"";"unidade_planejamento";"regiao_administrativa";"local_trabalho";"meio_transporte";"tempo_deslocamento";"renda";"escolaridade";"sexo";"cor_raca";"peso_amostral_morador";"pop_ajustada";"pos_estrato"
"12197";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1910,60870972925;"Médio completo";"Feminino";"Parda";69,5972222222222;5011;531410205
"12198";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2674,85219362095;"Superior completo";"Masculino";"Parda";63,0886075949367;4984;531410105
"12199";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2865,91306459388;"Médio completo";"Masculino";"Parda";6,97260273972603;509;531420110
"12200";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2388,26088716156;"Superior completo";"Feminino";"Parda";12,138562982384;1108;531420208
"12201";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1600,13479439825;"Fundamental incompleto";"Feminino";"Parda";57,0600042391838;4029;531410209
"12202";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1410,58131316911;"Médio incompleto";"Masculino";"Preta";6,97260273972603;509;531420110
"12203";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1050,83479035109;"Médio completo";"Feminino";"Parda";61,8;4326;531410207
"12204";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1222,50380474656;"Médio completo";"Feminino";"Parda";69,5972222222222;5011;531410205
"12205";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1175,48442764093;"Médio completo";"Masculino";"Parda";52,4567901234568;4249;531410106
"12206";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1974,81383843676;"Fundamental incompleto";"Feminino";"Parda";8,67505936145433;254;531420211
"12207";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";2821,16262633822;"Fundamental incompleto";"Masculino";"Parda";5,86452676707262;289;531420111
"12208";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1504,62006738039;"Médio completo";"Masculino";"Parda";12,8636363636364;849;531420109
"12209";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1146,36522583755;"Superior incompleto";"Feminino";"Parda";58,4342105263158;4441;531410206
"12210";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";3343,56524202619;"Sem instrução";"Masculino";"Parda";12,8636363636364;849;531420109
"12211";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1385,19131455371;"Médio completo";"Feminino";"Parda";12,138562982384;1108;531420208
"12212";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 30 minutos e 2 horas";0;"Fundamental incompleto";"Feminino";"Parda";50,5181252948691;4461;531410208
"12213";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";0;"Médio incompleto";"Masculino";"Parda";54,1868131868132;4931;531410104
"12214";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";0;"Médio completo";"Masculino";"Branca";54,1868131868132;4931;531410104
"12215";"Oeste";"São Sebastião";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";5172,13148162007;"Médio completo";"Masculino";"Parda";51,9607843137255;2650;531410111
"12216";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1034,42629632401;"Médio completo";"Feminino";"Branca";61,8;4326;531410207
"12217";"Oeste";"São Sebastião";"Leste";"Automóvel";"Entre 30 minutos e 1 hora";1034,42629632401;"Médio completo";"Masculino";"Preta";50,0632911392405;3955;531410107
"12218";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1528,4869677834;"Fundamental completo";"Masculino";"Preta";5;105;531420113
"12219";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1050,83479035109;"Médio incompleto";"Masculino";"Parda";17,9521471937023;1136;531420105
"12220";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1528,4869677834;"Médio completo";"Feminino";"Parda";6,82743239020841;473;531420210
"12221";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1719,54783875633;"Médio completo";"Masculino";"Parda";11,9770114942529;1042;531420108
"12222";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1146,36522583755;"Médio incompleto";"Feminino";"Branca";12,138562982384;1108;531420208
"12223";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1432,95653229694;"Fundamental incompleto";"Masculino";"Parda";53,3050847457627;3145;531410110
"12224";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";573,182612918775;"Fundamental completo";"Masculino";"Parda";54,1868131868132;4931;531410104
"12225";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";2101,66958070218;"Fundamental completo";"Feminino";"Parda";40,4897958863976;1389;531410213
"12226";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";3291,35639739459;"Fundamental incompleto";"Masculino";"Parda";66,1634103678676;3593;531410109
"12227";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1128,46505053529;"Superior completo";"Masculino";"Parda";11,9770114942529;1042;531420108
"12228";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";1432,95653229694;"Médio completo";"Masculino";"Parda";53,3050847457627;3145;531410110
"12229";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1034,42629632401;"Fundamental incompleto";"Masculino";"Parda";53,7282152345148;4046;531410108
"12230";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 30 minutos e 1 hora";859,773919378163;"Fundamental incompleto";"Masculino";"Preta";53,3050847457627;3145;531410110
"12231";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";2865,91306459388;"Superior completo";"Feminino";"Branca";58,4342105263158;4441;531410206
"12232";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1815,07827424279;"Médio completo";"Masculino";"Parda";49;1911;531410112
"12233";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1050,83479035109;"Fundamental completo";"Masculino";"Parda";49;1911;531410112
"12234";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";2821,16262633822;"Superior completo";"Feminino";"Parda";9,89808237215914;854;531420209
"12235";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";3291,35639739459;"Fundamental incompleto";"Masculino";"Branca";7,3934718287423;76;531420114
"12236";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1128,46505053529;"Médio incompleto";"Masculino";"Parda";53,3050847457627;3145;531410110
"12237";"Oeste";"São Sebastião";"Central Adjacente 1";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";1528,4869677834;"Médio completo";"Feminino";"Amarela";50,5181252948691;4461;531410208
"12238";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";3534,62611299911;"Médio completo";"Masculino";"Parda";52,4567901234568;4249;531410106
"12239";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1504,62006738039;"Médio incompleto";"Feminino";"Parda";12,138562982384;1108;531420208
"12240";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2350,96885528185;"Médio incompleto";"Masculino";"Parda";11,9770114942529;1042;531420108
"12241";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";596,252427250267;"Fundamental incompleto";"Feminino";"Parda";40,4897958863976;1389;531410213
"12242";"Oeste";"São Sebastião";"Leste";"Bicicleta";"Até 30 minutos";1146,63928317359;"Fundamental incompleto";"Masculino";"Branca";65,2282951921875;1194;531410113
"12243";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1050,83479035109;"Médio completo";"Feminino";"Branca";23,4509803921569;1196;531420205
"12244";"Oeste";"São Sebastião";"Leste";"Bicicleta";"Até 30 minutos";1719,54783875633;"Médio completo";"Masculino";"Parda";18,8678089739584;1043;531420106
"12245";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1645,6781986973;"Médio completo";"Masculino";"Parda";4,61209508788059;164;531420112
"12246";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1128,46505053529;"Médio completo";"Feminino";"Parda";5,52286257831051;112;531420213
"12247";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 30 minutos e 2 horas";940,387542112741;"Médio completo";"Masculino";"Parda";17,9521471937023;1136;531420105
"12248";"Oeste";"São Sebastião";"Leste";"Motocicleta";"Até 30 minutos";2821,16262633822;"Fundamental incompleto";"Feminino";"Branca";47,3815789473684;3601;531410210
"12249";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";1692,69757580293;"Médio completo";"Masculino";"Parda";52,4567901234568;4249;531410106
"12250";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";2821,16262633822;"Fundamental incompleto";"Masculino";"Parda";12,8636363636364;849;531420109
"12251";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1410,58131316911;"Médio completo";"Masculino";"Preta";14,7482389454859;1007;531420107
"12252";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";3291,35639739459;"Superior incompleto";"Feminino";"Parda";23,4509803921569;1196;531420205
"12253";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2162,8913468593;"Médio completo";"Feminino";"Branca";8,67505936145433;254;531420211
"12254";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1880,77508422548;"Médio completo";"Masculino";"Preta";6,97260273972603;509;531420110
"12255";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1910,60870972925;"Superior completo";"Masculino";"Parda";52,4567901234568;4249;531410106
"12256";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1432,95653229694;"Superior completo";"Feminino";"Branca";58,4342105263158;4441;531410206
"12257";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1528,4869677834;"Médio incompleto";"Masculino";"Parda";17,9521471937023;1136;531420105
"12258";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";2209,91072396494;"Fundamental incompleto";"Masculino";"Parda";5,86452676707262;289;531420111
"12259";"Oeste";"São Sebastião";"Leste";"Motocicleta";"Até 30 minutos";16456,781986973;"Superior completo";"Masculino";"Branca";51,9607843137255;2650;531410111
"12260";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";2350,96885528185;"Superior completo";"Feminino";"Branca";57,0600042391838;4029;531410209
"12261";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1504,62006738039;"Fundamental incompleto";"Feminino";"Preta";47,3815789473684;3601;531410210
"12262";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1034,42629632401;"Fundamental incompleto";"Feminino";"Parda";40,4897958863976;1389;531410213
"12263";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2633,08511791567;"Superior completo";"Masculino";"Branca";11,9770114942529;1042;531420108
"12264";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1692,69757580293;"Superior incompleto";"Feminino";"Parda";12,719512195122;1043;531420207
"12265";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1050,83479035109;"Médio completo";"Masculino";"Branca";52,4567901234568;4249;531410106
"12266";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 30 minutos e 1 hora";2244,96523393187;"Fundamental incompleto";"Masculino";"Parda";49;1911;531410112
"12267";"Oeste";"São Sebastião";"Central";"Automóvel";"Até 30 minutos";0;"Médio completo";"Masculino";"Parda";66,1634103678676;3593;531410109
"12268";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";6112,51902373281;"Superior completo";"Masculino";"Parda";12,8636363636364;849;531420109
"12269";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2068,85259264803;"Superior completo";"Masculino";"Parda";12,8636363636364;849;531420109
"12270";"Oeste";"São Sebastião";"Central Adjacente 2";"Ônibus";"Entre 30 minutos e 1 hora";1034,42629632401;"Superior incompleto";"Feminino";"Parda";12,719512195122;1043;531420207
"12271";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";2350,96885528185;"Médio completo";"Masculino";"Parda";14,7482389454859;1007;531420107
"12272";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1692,69757580293;"Superior incompleto";"Feminino";"Preta";14,875;1071;531420206
"12273";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1457,60069027475;"Médio completo";"Masculino";"Parda";18,8678089739584;1043;531420106
"12274";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1203,69605390431;"Médio completo";"Masculino";"Parda";6,97260273972603;509;531420110
"12275";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1050,83479035109;"Fundamental incompleto";"Masculino";"Parda";11,9770114942529;1042;531420108
"12276";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1241,89566132401;"Fundamental incompleto";"Feminino";"Branca";12,138562982384;1108;531420208
"12277";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1880,77508422548;"Superior incompleto";"Feminino";"Parda";8,67505936145433;254;531420211
"12278";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1034,42629632401;"Médio incompleto";"Feminino";"Branca";61,4871794871795;4796;531410204
"12279";"Oeste";"São Sebastião";"Central";"Automóvel";"Até 30 minutos";1974,81383843676;"Fundamental incompleto";"Masculino";"Branca";53,3050847457627;3145;531410110
"12280";"Oeste";"São Sebastião";"Leste";"Bicicleta";"Entre 30 minutos e 1 hora";1692,69757580293;"Fundamental incompleto";"Masculino";"Parda";6,97260273972603;509;531420110
"12281";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2388,26088716156;"Fundamental completo";"Masculino";"Parda";53,3050847457627;3145;531410110
"12282";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1432,95653229694;"Médio completo";"Masculino";"Parda";63,0886075949367;4984;531410105
"12283";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";2865,91306459388;"Médio incompleto";"Masculino";"Parda";66,1634103678676;3593;531410109
"12284";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";4776,52177432313;"Superior completo";"Feminino";"Preta";61,8;4326;531410207
"12285";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1222,50380474656;"Médio completo";"Feminino";"Branca";9,89808237215914;854;531420209
"12286";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2350,96885528185;"Médio completo";"Masculino";"Preta";14,7482389454859;1007;531420107
"12287";"Oeste";"São Sebastião";"Central";"Ônibus";"Até 30 minutos";1600,13479439825;"Médio completo";"Feminino";"Parda";12,719512195122;1043;531420207
"12288";"Oeste";"São Sebastião";"Leste";"Bicicleta";"Até 30 minutos";1410,58131316911;"Médio completo";"Masculino";"Preta";14,7482389454859;1007;531420107
"12289";"Oeste";"São Sebastião";"Central";"Ônibus";"Até 30 minutos";1316,54255895784;"Médio completo";"Feminino";"Parda";50,5181252948691;4461;531410208
"12290";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1910,60870972925;"Médio completo";"Masculino";"Parda";11,9770114942529;1042;531420108
"12291";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1241,89566132401;"Médio completo";"Feminino";"Amarela";9,89808237215914;854;531420209
"12292";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2101,66958070218;"Médio completo";"Masculino";"Parda";53,7282152345148;4046;531410108
"12293";"Oeste";"São Sebastião";"Central Adjacente 1";"Automóvel";"Entre 30 minutos e 1 hora";1128,46505053529;"Fundamental incompleto";"Masculino";"Parda";50,0632911392405;3955;531410107
"12294";"Oeste";"São Sebastião";"Central";"Automóvel";"Até 30 minutos";0;"Médio completo";"Masculino";"Parda";66,1634103678676;3593;531410109
"12295";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1432,95653229694;"Médio completo";"Masculino";"Parda";17,9521471937023;1136;531420105
"12296";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";2961,44350008034;"Médio incompleto";"Masculino";"Parda";5,86452676707262;289;531420111
"12297";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1175,48442764093;"Fundamental incompleto";"Feminino";"Branca";43,7941176470588;2978;531410211
"12298";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";987,406919218378;"Sem instrução";"Masculino";"Parda";49;1911;531410112
"12299";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";5172,13148162007;"Médio completo";"Masculino";"Parda";66,1634103678676;3593;531410109
"12300";"Oeste";"São Sebastião";"Leste";"Motocicleta";"Até 30 minutos";1504,62006738039;"Médio completo";"Masculino";"Preta";12,8636363636364;849;531420109
"12301";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1956,0060875945;"Superior incompleto";"Feminino";"Branca";6,82743239020841;473;531420210
"12302";"Oeste";"São Sebastião";"Leste";"Motocicleta";"Até 30 minutos";1719,54783875633;"Médio completo";"Feminino";"Parda";14,875;1071;531420206
"12303";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1050,83479035109;"Superior incompleto";"Masculino";"Parda";11,9770114942529;1042;531420108
"12304";"Oeste";"São Sebastião";"Leste";"Automóvel";"Entre 30 minutos e 1 hora";2101,66958070218;"Superior completo";"Masculino";"Amarela";51,9607843137255;2650;531410111
"12305";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 30 minutos e 1 hora";1050,83479035109;"Fundamental incompleto";"Masculino";"Preta";6,97260273972603;509;531420110
"12306";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1050,83479035109;"Médio completo";"Masculino";"Branca";13,8891492900899;980;531420104
"12307";"Oeste";"São Sebastião";"Oeste";"Transporte privado (empresa de aplicativo)";"Entre 30 minutos e 1 hora";3385,39515160587;"Superior completo";"Masculino";"Preta";11,9770114942529;1042;531420108
"12308";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1910,60870972925;"Superior incompleto";"Masculino";"Parda";18,8678089739584;1043;531420106
"12309";"Oeste";"São Sebastião";"Central Adjacente 1";"Motocicleta";"Entre 30 minutos e 1 hora";1910,60870972925;"Médio completo";"Masculino";"Preta";14,7482389454859;1007;531420107
"12310";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1222,50380474656;"Médio incompleto";"Masculino";"Parda";12,8636363636364;849;531420109
"12311";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1050,83479035109;"Fundamental incompleto";"Feminino";"Parda";5,52286257831051;112;531420213
"12312";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1050,83479035109;"Fundamental incompleto";"Masculino";"Preta";7,3934718287423;76;531420114
"12313";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";0;"Médio completo";"Feminino";"Parda";58,4342105263158;4441;531410206
"12314";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1692,69757580293;"Superior completo";"Feminino";"Parda";12,138562982384;1108;531420208
"12315";"Oeste";"São Sebastião";"Sul";"Ônibus";"Entre 1 hora e 30 minutos e 2 horas";681,780968031737;"Médio completo";"Feminino";"Parda";47,3815789473684;3601;531410210
"12316";"Oeste";"São Sebastião";"Central Adjacente 1";"Automóvel";"Entre 30 minutos e 1 hora";1432,95653229694;"Fundamental completo";"Feminino";"Parda";61,8;4326;531410207
"12317";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1624,01740326986;"Fundamental completo";"Masculino";"Branca";53,3050847457627;3145;531410110
"12318";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1271,51009632482;"Superior completo";"Masculino";"Branca";63,0886075949367;4984;531410105
"12319";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";2012,42934012127;"Fundamental incompleto";"Feminino";"Preta";50,5181252948691;4461;531410208
"12320";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1410,58131316911;"Fundamental completo";"Masculino";"Parda";63,0886075949367;4984;531410105
"12321";"Oeste";"São Sebastião";"Leste";"Bicicleta";"Até 30 minutos";1880,77508422548;"Fundamental incompleto";"Feminino";"Parda";57,0600042391838;4029;531410209
"12322";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2006,13914521571;"Médio completo";"Masculino";"Preta";63,0886075949367;4984;531410105
"12323";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1050,83479035109;"Fundamental incompleto";"Feminino";"Amarela";47,5;2185;531410212
"12324";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1910,60870972925;"Médio completo";"Feminino";"Parda";57,0600042391838;4029;531410209
"12325";"Oeste";"São Sebastião";"Central Adjacente 2";"Metrô";"Entre 1 hora e 1 hora e 30 minutos";3534,62611299911;"Superior completo";"Masculino";"Parda";66,1634103678676;3593;531410109
"12326";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";1504,62006738039;"Médio completo";"Masculino";"Branca";5,86452676707262;289;531420111
"12327";"Oeste";"São Sebastião";"Central Adjacente 2";"Motocicleta";"Entre 30 minutos e 1 hora";1081,44567342965;"Fundamental incompleto";"Masculino";"Parda";14,7482389454859;1007;531420107
"12328";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";648,867404057791;"Médio completo";"Masculino";"Preta";63,0886075949367;4984;531410105
"12329";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 30 minutos e 1 hora";1241,89566132401;"Médio completo";"Feminino";"Branca";50,5181252948691;4461;531410208
"12330";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1050,83479035109;"Médio incompleto";"Feminino";"Branca";12,138562982384;1108;531420208
"12331";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 30 minutos e 1 hora";2865,91306459388;"Médio completo";"Feminino";"Parda";43,7941176470588;2978;531410211
"12332";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 1 hora e 30 minutos e 2 horas";1375,96713980831;"Médio completo";"Feminino";"Parda";58,4342105263158;4441;531410206
"12333";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";931,071097936955;"Médio completo";"Feminino";"Parda";69,5972222222222;5011;531410205
"12334";"Oeste";"São Sebastião";"Leste";"A pé";"Entre 30 minutos e 1 hora";1834,62285307774;"Médio completo";"Masculino";"Parda";50,0632911392405;3955;531410107
"12335";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1719,54783875633;"Médio completo";"Feminino";"Parda";50,5181252948691;4461;531410208
"12336";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";2388,26088716156;"Médio completo";"Masculino";"Parda";50,0632911392405;3955;531410107
"12337";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1692,69757580293;"Fundamental completo";"Masculino";"Parda";52,4567901234568;4249;531410106
"12338";"Oeste";"São Sebastião";"Central";"Automóvel";"Até 30 minutos";2865,91306459388;"Superior completo";"Masculino";"Preta";52,4567901234568;4249;531410106
"12339";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1050,83479035109;"Fundamental completo";"Feminino";"Preta";47,5;2185;531410212
"12340";"Oeste";"São Sebastião";"Leste";"Automóvel";"Até 30 minutos";1050,83479035109;"Fundamental completo";"Masculino";"Preta";11,9770114942529;1042;531420108
"12341";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1050,83479035109;"Fundamental incompleto";"Feminino";"Preta";9,89808237215914;854;531420209
"12342";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1050,83479035109;"Médio incompleto";"Feminino";"Preta";14,875;1071;531420206
"12343";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";1050,83479035109;"Médio completo";"Feminino";"Preta";23,4509803921569;1196;531420205
"12344";"Oeste";"São Sebastião";"Central";"Ônibus";"Até 30 minutos";2388,26088716156;"Médio completo";"Masculino";"Parda";14,7482389454859;1007;531420107
"12345";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1316,54255895784;"Fundamental incompleto";"Masculino";"Parda";53,7282152345148;4046;531410108
"12346";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1146,36522583755;"Médio completo";"Feminino";"Parda";61,8;4326;531410207
"12347";"Oeste";"São Sebastião";"Leste";"Bicicleta";"Até 30 minutos";1146,36522583755;"Fundamental incompleto";"Feminino";"Parda";61,8;4326;531410207
"12348";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1034,42629632401;"Médio completo";"Feminino";"Parda";43,7941176470588;2978;531410211
"12349";"Oeste";"São Sebastião";"Leste";"Ônibus";"Até 30 minutos";1910,60870972925;"Médio incompleto";"Masculino";"Parda";18,8678089739584;1043;531420106
"12350";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 30 minutos e 1 hora";1146,36522583755;"Médio completo";"Feminino";"Parda";14,875;1071;531420206
"12351";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2445,00760949313;"Superior completo";"Masculino";"Branca";18,8678089739584;1043;531420106
"12352";"Oeste";"São Sebastião";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3009,24013476077;"Superior completo";"Feminino";"Parda";14,875;1071;531420206
"12353";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";15523,6957665502;"Médio completo";"Feminino";"Parda";8,67505936145433;254;531420211
"12354";"Oeste";"São Sebastião";"Leste";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";3104,73915331003;"Fundamental incompleto";"Masculino";"Parda";39,5;711;531410114
"12355";"Oeste";"São Sebastião";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1050,83479035109;"Superior incompleto";"Masculino";"Branca";54,1868131868132;4931;531410104
"12356";"Oeste";"São Sebastião";"Central Adjacente 1";"Ônibus";"Até 30 minutos";1050,83479035109;"Médio completo";"Masculino";"Branca";53,7282152345148;4046;531410108
"12357";"Oeste";"São Sebastião";"Leste";"A pé";"Até 30 minutos";764,2434838917;"Superior incompleto";"Feminino";"Parda";47,3815789473684;3601;531410210
