"";"unidade_planejamento";"regiao_administrativa";"local_trabalho";"meio_transporte";"tempo_deslocamento";"renda";"escolaridade";"sexo";"cor_raca";"peso_amostral_morador";"pop_ajustada";"pos_estrato"
"1";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10782,2990840493;"Superior completo";"Masculino";"Parda";4,81176470588235;409;530140108
"2";"Central";"Plano Piloto";"Oeste";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"3";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2293,27856634718;"Superior incompleto";"Feminino";"Branca";17,25;2415;530120206
"4";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1674,09335343344;"Superior incompleto";"Masculino";"Branca";28,8607594936709;2280;530120105
"5";"Central";"Plano Piloto";"Central";"Bicicleta";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"6";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 1 hora e 30 minutos e 2 horas";2045,60448118169;"Superior incompleto";"Masculino";"Branca";28,8607594936709;2280;530120105
"7";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Feminino";"Parda";18,929347826087;3483;530120208
"8";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";8439,26512415762;"Superior completo";"Masculino";"Branca";16,6962025316456;1319;530120115
"9";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";15135,6385378914;"Médio completo";"Feminino";"Parda";21,2427184466019;2188;530120215
"10";"Central";"Plano Piloto";"Central Adjacente 1";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Feminino";"Branca";5,08333333333333;427;530140208
"11";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";5503,86855923323;"Superior completo";"Masculino";"Preta";5,02631578947368;382;530140107
"12";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Médio completo";"Masculino";"Branca";7,03333333333333;844;530130110
"13";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"14";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Feminino";"Branca";13,1032863849765;2791;530120207
"15";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2293,27856634718;"Médio completo";"Masculino";"Branca";5,3972602739726;394;530140109
"16";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2751,93427961662;"Superior completo";"Feminino";"Branca";6,53030303030303;431;530140210
"17";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8463,48787901467;"Superior completo";"Masculino";"Parda";6,52380952380952;411;530140110
"18";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3027,12770757828;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208
"19";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10090,4256919276;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108
"20";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";1410,58131316911;"Médio completo";"Feminino";"Preta";26,8653502694547;6513;530110208
"21";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";8255,80283884985;"Superior completo";"Feminino";"Branca";6,73684210526316;640;530130206
"22";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Parda";6,60629921259843;839;530130107
"23";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";2695,57477101233;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"24";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";5211,4445572905;"Médio completo";"Masculino";"Parda";14,695;2939;530120108
"25";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1834,62285307774;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"26";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"27";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3210,58999288605;"Superior completo";"Feminino";"Parda";5,08333333333333;427;530140208
"28";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1100,77371184665;"Médio completo";"Masculino";"Branca";4,81176470588235;409;530140108
"29";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1834,62285307774;"Médio completo";"Feminino";"Branca";5,08333333333333;427;530140208
"30";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209
"31";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8557,52663322594;"Superior completo";"Masculino";"Branca";16,8538257922262;3898;530110106
"32";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12200,241972967;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107
"33";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3027,12770757828;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207
"34";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";26955,7477101233;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207
"35";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";22463,1230917694;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108
"36";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";17,7539682539683;2237;530120106
"37";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";2246,31230917694;"Médio completo";"Feminino";"Branca";17,8878048780488;3667;530120209
"38";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Feminino";"Branca";13,1032863849765;2791;530120207
"39";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4861,75056065602;"Superior completo";"Feminino";"Parda";83,90032887259;4356;530110212
"40";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16173,448626074;"Superior completo";"Masculino";"Branca";7,67948717948718;1198;530130109
"41";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10782,2990840493;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208
"42";"Central";"Plano Piloto";"Norte";"Automóvel";"Até 30 minutos";7188,19938936621;"Superior completo";"Feminino";"Branca";4,52260826532635;5629;530110207
"43";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8463,48787901467;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"44";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5642,32525267644;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"45";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3594,0996946831;"Superior completo";"Feminino";"Branca";6,73684210526316;640;530130206
"46";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Parda";6,60629921259843;839;530130107
"47";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7523,10033690193;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107
"48";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4701,9377105637;"Superior completo";"Feminino";"Branca";19,6903182775035;5629;530110207
"49";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14218,3271113525;"Superior completo";"Masculino";"Branca";7,03333333333333;844;530130110
"50";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";16,8538257922262;3898;530110106
"51";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3594,0996946831;"Médio completo";"Masculino";"Branca";11,4421820365776;3337;530110105
"52";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";4219,63256207881;"Superior completo";"Masculino";"Branca";23,9235466903636;6223;530110108
"53";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3210,58999288605;"Superior completo";"Masculino";"Amarela";23,9235466903636;6223;530110108
"54";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Parda";27,2894736842105;2074;530120113
"55";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";917,311426538872;"Superior incompleto";"Feminino";"Parda";22,659793814433;2198;530120205
"56";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Parda";9,02739726027397;1318;530130207
"57";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Masculino";"Parda";6,60629921259843;839;530130107
"58";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10090,4256919276;"Superior incompleto";"Masculino";"Branca";6,60629921259843;839;530130107
"59";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4036,17027677104;"Superior completo";"Feminino";"Parda";9,02739726027397;1318;530130207
"60";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"61";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Branca";17,25;2415;530120206
"62";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"63";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209
"64";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5045,2128459638;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107
"65";"Central";"Plano Piloto";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";10782,2990840493;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207
"66";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10782,2990840493;"Superior completo";"Masculino";"Parda";9,3695652173913;431;530140111
"67";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107
"68";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11680,8240077201;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107
"69";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4043,36215651849;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207
"70";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"71";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2751,93427961662;"Médio incompleto";"Feminino";"Branca";17,25;2415;530120206
"72";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";6289,67446569543;"Superior completo";"Masculino";"Parda";48,4254012043183;4764;530110110
"73";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7195,38758875557;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"74";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"75";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14376,3987787324;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108
"76";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3210,58999288605;"Superior completo";"Masculino";"Branca";6,60629921259843;839;530130107
"77";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3669,24570615549;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208
"78";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";2109,81628103941;"Superior incompleto";"Feminino";"Branca";40,3785909951683;3233;530110205
"79";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Parda";103,915515149598;4627;530110211
"80";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7797,14712558041;"Fundamental completo";"Feminino";"Branca";23,8632478632479;2792;530120213
"81";"Central";"Plano Piloto";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";2751,93427961662;"Superior completo";"Masculino";"Branca";40,1471903427071;5728;530110109
"82";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14376,3987787324;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108
"83";"Central";"Plano Piloto";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";10782,2990840493;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207
"84";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"85";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6879,83569904154;"Superior completo";"Feminino";"Branca";8,69724770642202;948;530130210
"86";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"87";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10090,4256919276;"Superior completo";"Masculino";"Parda";6,67857142857143;1309;530130108
"88";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Branca";10,8611111111111;391;530140211
"89";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1009,04256919276;"Superior completo";"Feminino";"Branca";4,66666666666667;364;530140206
"90";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";9,09090909090909;300;530140112
"91";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Masculino";"Parda";16,2433862433862;3070;530120109
"92";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Parda";18,929347826087;3483;530120208
"93";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16173,448626074;"Superior completo";"Feminino";"Parda";9,73793103448276;1412;530130209
"94";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Parda";7,03333333333333;844;530130110
"95";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"96";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16511,6056776997;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"97";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Branca";20,8230769230769;2707;530120111
"98";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"99";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"100";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108
"101";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Feminino";"Branca";6,73684210526316;640;530130206
"102";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Feminino";"Branca";62,7103908914908;5349;530110210
"103";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6582,71279478919;"Superior completo";"Masculino";"Parda";6,52380952380952;411;530140110
"104";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3761,55016845096;"Superior completo";"Feminino";"Branca";6,53030303030303;431;530140210
"105";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16511,6056776997;"Superior completo";"Masculino";"Parda";6,67857142857143;1309;530130108
"106";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"107";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Masculino";"Parda";40,1471903427071;5728;530110109
"108";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2018,08513838552;"Superior incompleto";"Feminino";"Parda";26,8653502694547;6513;530110208
"109";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1375,96713980831;"Superior incompleto";"Feminino";"Branca";61,0963927631126;6283;530110209
"110";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";0;"Superior completo";"Feminino";"Branca";26,8653502694547;6513;530110208
"111";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Parda";18,929347826087;3483;530120208
"112";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2965,13224811356;"Superior completo";"Feminino";"Branca";6,71875;430;530130212
"113";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12130,0864695555;"Superior completo";"Masculino";"Preta";6,67857142857143;1309;530130108
"114";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8086,72431303698;"Superior completo";"Feminino";"Parda";9,02739726027397;1318;530130207
"115";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8086,72431303698;"Superior completo";"Masculino";"Parda";7,67948717948718;1198;530130109
"116";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107
"117";"Central";"Plano Piloto";"Central";"Motocicleta";"Até 30 minutos";0;"Superior completo";"Feminino";"Preta";26,8653502694547;6513;530110208
"118";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209
"119";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6879,83569904154;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"120";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"121";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";14,695;2939;530120108
"122";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3669,24570615549;"Superior incompleto";"Feminino";"Preta";4,1685393258427;371;530140207
"123";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18807,7508422548;"Superior completo";"Masculino";"Branca";26,9569892473118;2507;530120112
"124";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6112,51902373281;"Superior completo";"Masculino";"Parda";20,8230769230769;2707;530120111
"125";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10344,2629632401;"Superior completo";"Feminino";"Branca";25,8778625954198;3390;530120210
"126";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";7188,19938936621;"Superior completo";"Masculino";"Branca";18,3285648662958;4198;530110111
"127";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5391,14954202466;"Superior completo";"Feminino";"Parda";9,02739726027397;1318;530130207
"128";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7188,19938936621;"Superior completo";"Masculino";"Parda";6,67857142857143;1309;530130108
"129";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";6421,17998577211;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"130";"Central";"Plano Piloto";"Norte";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Amarela";6,60629921259843;839;530130107
"131";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Parda";9,02739726027397;1318;530130207
"132";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";1467,6982824622;"Médio completo";"Feminino";"Parda";61,0963927631126;6283;530110209
"133";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";1100,77371184665;"Fundamental completo";"Masculino";"Parda";49,8164317738202;3337;530110105
"134";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12842,3599715442;"Superior completo";"Masculino";"Parda";14,695;2939;530120108
"135";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2751,93427961662;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"136";"Central";"Plano Piloto";"Central";"Motocicleta";"Até 30 minutos";2018,08513838552;"Médio completo";"Masculino";"Branca";16,8538257922262;3898;530110106
"137";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6738,93692753082;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"138";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6738,93692753082;"Superior completo";"Masculino";"Parda";7,67948717948718;1198;530130109
"139";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8086,72431303698;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"140";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";4941,88708018927;"Superior completo";"Feminino";"Parda";17,8878048780488;3667;530120209
"141";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"142";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6421,17998577211;"Superior completo";"Masculino";"Preta";6,67857142857143;1309;530130108
"143";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3594,0996946831;"Médio completo";"Masculino";"Preta";5,49492539800009;6223;530110108
"144";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6145,98655781044;"Superior completo";"Feminino";"Parda";17,8878048780488;3667;530120209
"145";"Central";"Plano Piloto";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";11558,1239743898;"Superior completo";"Masculino";"Parda";16,2433862433862;3070;530120109
"146";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"147";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";6421,17998577211;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"148";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2751,93427961662;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"149";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Masculino";"Parda";7,67948717948718;1198;530130109
"150";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Amarela";7,67948717948718;1198;530130109
"151";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4492,62461835388;"Superior completo";"Feminino";"Parda";9,73793103448276;1412;530130209
"152";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Parda";7,77333333333333;583;530130111
"153";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11741,5862596976;"Superior completo";"Masculino";"Branca";14,695;2939;530120108
"154";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";15594,2942511608;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"155";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";31188,5885023217;"Superior completo";"Masculino";"Parda";6,67857142857143;1309;530130108
"156";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";23509,6885528185;"Superior completo";"Masculino";"Parda";41,9381923422831;1516;530110115
"157";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Branca";7,03333333333333;844;530130110
"158";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Parda";16,2433862433862;3070;530120109
"159";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";5731,82612918775;"Superior completo";"Masculino";"Branca";48,4254012043183;4764;530110110
"160";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Feminino";"Parda";6,71875;430;530130212
"161";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";9173,11426538872;"Médio incompleto";"Feminino";"Parda";25,8778625954198;3390;530120210
"162";"Central";"Plano Piloto";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";5503,86855923323;"Superior completo";"Feminino";"Parda";25,8778625954198;3390;530120210
"163";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Masculino";"Parda";20,8230769230769;2707;530120111
"164";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";2880,35787933206;"Médio completo";"Masculino";"Parda";16,6962025316456;1319;530120115
"165";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6738,93692753082;"Superior completo";"Masculino";"Branca";5,02631578947368;382;530140107
"166";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2751,93427961662;"Superior completo";"Masculino";"Branca";5,3972602739726;394;530140109
"167";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1834,62285307774;"Superior completo";"Feminino";"Branca";6,47142857142857;453;530140209
"168";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11925,0485450053;"Superior completo";"Masculino";"Branca";14,695;2939;530120108
"169";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Feminino";"Branca";17,25;2415;530120206
"170";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Masculino";"Branca";7,67948717948718;1198;530130109
"171";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3845,68667331092;"Superior completo";"Feminino";"Preta";7,59345794392523;1625;530130208
"172";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Parda";11,131455399061;2371;530120107
"173";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";7338,49141231098;"Superior completo";"Feminino";"Preta";17,25;2415;530120206
"174";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14329,5653229694;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107
"175";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1974,81383843676;"Superior completo";"Masculino";"Parda";16,8538257922262;3898;530110106
"176";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";1009,04256919276;"Médio completo";"Feminino";"Parda";4,66666666666667;364;530140206
